amp_fraction	amp_consistency	period_consistency	monotonicity	period	time_peak	time_trough	volt_peak	volt_trough	time_decay	time_rise	volt_decay	volt_rise	volt_amp	time_rdsym	time_ptsym	band_amp	sample_peak	sample_last_zerox_decay	sample_zerox_decay	sample_zerox_rise	sample_last_trough	sample_next_trough	is_burst	time	group
0.891538237859843	0.3658839575556891	0.7870370370370371	1.0	108	53	47	2.137371574645245	-0.4972051001284889	53	55	2.4731475106226997	2.634576674773734	2.5538620926982167	0.5092592592592593	0.53	1.1272854784939872	10020	9945	10045	9992	9965	10073	True	Post	Bystander
0.7231026461180575	0.5392732768696741	0.9351851851851852	1.0	101	51	49	0.9984310128951968	-0.33577593597745464	58	43	2.4740831895423003	1.3342069488726513	1.904145069207476	0.42574257425742573	0.51	1.0141512447869918	10116	10045	10145	10094	10073	10174	True	Post	Bystander
0.7335708054667054	0.6119462700285375	0.9805825242718447	1.0	103	51	57	0.9246421230553383	-1.4756521766471038	46	57	1.46885114367367	2.400294299702442	1.9345727216880562	0.5533980582524272	0.4722222222222222	1.0336374535192072	10231	10145	10253	10202	10174	10277	True	Post	Bystander
0.9019337016574586	0.63392018933429	0.6560509554140127	1.0	103	51	49	1.6438327703011084	-0.5442090206183317	54	49	3.052171654945039	2.1880417909194403	2.6201067229322397	0.47572815533980584	0.51	1.1624240645100707	10326	10253	10353	10302	10277	10380	True	Post	Bystander
0.6819569642337889	0.63392018933429	0.6560509554140127	0.9454545454545454	157	52	49	0.5264943487395817	-1.4083388846439306	110	47	1.6471130283248412	1.9348332333835123	1.7909731308541768	0.29936305732484075	0.5148514851485149	0.6383764806699276	10427	10353	10454	10402	10380	10537	True	Post	Bystander
0.33076475719685955	0.3188355288419282	0.7753623188405797	1.0	138	74	126	0.06830601358618368	-1.1206186795852595	45	93	0.9467756653540379	1.1889246931714432	1.0678501792627406	0.6739130434782609	0.37	0.5510520439807768	10630	10454	10654	10580	10537	10675	True	Post	Bystander
0.8858679848793254	0.3188355288419282	0.6993464052287581	1.0	107	52	50	2.091010157439447	-0.8784696517678542	50	57	2.0820583709790905	2.9694798092073014	2.525769090093196	0.5327102803738317	0.5098039215686274	1.0560498972184276	10732	10654	10756	10704	10675	10782	True	Post	Bystander
0.771009014248328	0.40095819470817173	0.6993464052287581	1.0	153	101	48	1.1827721913514413	0.00895178646035666	103	50	2.9275381333593216	1.1738204048910845	2.050679269125203	0.32679738562091504	0.6778523489932886	0.9021434212745012	10832	10756	10905	10804	10782	10935	True	Post	Bystander
0.9746292526897354	0.8268500480940267	0.7254901960784313	1.0	111	55	58	1.7752118936758365	-1.7447659420078803	55	56	3.303024534052918	3.519977835683717	3.4115011848683174	0.5045045045045045	0.48672566371681414	1.7102080942590037	10991	10905	11018	10963	10935	11046	True	Post	Bystander
0.8778714742657749	0.6712639831125338	0.8970588235294118	1.0	122	60	55	1.2032933544603241	-1.5278126403770813	64	58	2.2364011577500413	2.7311059948374057	2.4837535762937235	0.47540983606557374	0.5217391304347826	1.2294795939554277	11104	11018	11133	11073	11046	11168	True	Post	Bystander
0.5266792672288456	0.5949075065044611	0.8014705882352942	1.0	136	74	71	0.46810774569905755	-1.0331078032897172	57	79	1.3615407685377225	1.5012155489887746	1.4313781587632486	0.5808823529411765	0.5103448275862069	0.7281244938741961	11247	11133	11278	11204	11168	11304	True	Post	Bystander
0.876054085489968	0.5396485148491534	0.5477386934673367	1.0	109	53	54	1.3952265648303848	-0.893433022838665	55	54	2.661348195259394	2.28865958766905	2.4750038914642216	0.4954128440366973	0.4953271028037383	1.1366378843772564	11358	11278	11385	11332	11304	11413	True	Post	Bystander
0.5902151788310556	0.4573020351955493	0.5477386934673367	1.0	199	102	51	0.17007097063919757	-1.266121630429009	146	53	1.709606538505478	1.4361926010682067	1.5728995697868422	0.2663316582914573	0.6666666666666666	0.6851388727371012	11466	11385	11538	11436	11413	11612	True	Post	Bystander
0.9161820296597848	0.31428620934259727	0.49171270718232046	0.9583333333333333	181	110	120	2.198926995009532	-1.5395355678662803	49	132	1.695014955996061	3.738462562875812	2.7167387594359367	0.7292817679558011	0.4782608695652174	0.4790637344175474	11744	11538	11768	11658	11612	11793	True	Post	Bystander
0.526533876126781	0.22866192857455162	0.4238095238095238	1.0	89	45	40	1.036631864312482	0.5039120390134708	57	32	2.329726809442729	0.5327198252990113	1.4312233173708702	0.3595505617977528	0.5294117647058824	0.562388505045704	11825	11768	11853	11808	11793	11882	True	Post	Bystander
0.9062954347193952	0.7511474322515533	0.4238095238095238	0.959016393442623	210	82	108	1.1031953675485815	-1.293094945130247	88	122	2.899870146748814	2.396290312678828	2.648080229713821	0.580952380952381	0.43157894736842106	1.044739507840666	12004	11853	12043	11961	11882	12092	True	Post	Bystander
0.9822622855481244	0.36477255442479595	0.47342995169082125	0.8884615384615384	207	132	90	2.0639124001455	-1.7966747792002322	130	77	3.3141061764257342	3.8605871793457323	3.5873466778857335	0.3719806763285024	0.5945945945945946	0.9984103571596938	12169	12043	12265	12133	12092	12299	True	Post	Bystander
0.5159203256760686	0.36477255442479595	0.47342995169082125	1.0	98	48	54	-0.041298800670425385	-1.250193776280234	56	42	1.6123054323094885	1.2088949756098086	1.4106002039596486	0.42857142857142855	0.47058823529411764	0.7953353418146749	12341	12265	12367	12319	12299	12397	True	Post	Bystander
0.3485024716487351	0.15692472887301553	0.5414364640883977	0.9222222222222223	181	62	124	0.21792841290259185	-1.6536042329799139	46	135	0.32596731753551167	1.8715326458825057	1.0987499817090087	0.7458563535911602	0.3333333333333333	0.37381378195205756	12532	12367	12553	12491	12397	12578	False	Post	Bystander
0.7561791218377435	0.15692472887301553	0.40358744394618834	0.9408284023668638	223	61	160	1.9691819379742797	-0.10803890463291982	54	169	1.9214023254782986	2.0772208426071996	1.9993115840427491	0.757847533632287	0.27601809954751133	0.46590397684954066	12747	12553	12774	12713	12578	12801	False	Post	Bystander
0.3756179121837743	0.41670466287084923	0.40358744394618834	1.0	90	45	45	0.848436920773681	0.04777961249598097	52	38	1.500438908560095	0.8006573082777001	1.1505481084188975	0.4222222222222222	0.5	0.4227366512701929	12839	12774	12864	12819	12801	12891	True	Post	Bystander
0.3638412329165455	0.44842127404347093	0.9574468085106383	1.0	94	47	46	0.04582056883538648	-0.652001987786414	55	39	1.5561762945130744	0.6978225566218005	1.1269994255674374	0.4148936170212766	0.5053763440860215	0.5778705626733038	12930	12864	12957	12910	12891	12985	True	Post	Bystander
0.15636813027042745	0.24925128792833273	0.9574468085106383	1.0	90	46	51	-0.5529013989151343	-1.5103557256776878	41	49	0.540098451122218	0.9574543267625535	0.7487763889423857	0.5444444444444444	0.4742268041237113	0.5096040902952335	13034	12957	13054	13008	12985	13075	True	Post	Bystander
0.4257778423960454	0.14674835203495773	0.8545454545454545	1.0	94	47	53	1.0738834411635847	-1.0929998500373523	29	65	0.31798655203582293	2.166883291200937	1.24243492161838	0.6914893617021277	0.47	0.4828846125179355	13140	13054	13154	13107	13075	13169	False	Post	Bystander
0.9357371328874673	0.18736565281102951	0.8545454545454545	1.0	110	53	41	2.4530412016797167	0.7558968891277618	61	49	4.049693926538246	1.697144312551955	2.8734191195451	0.44545454545454544	0.5638297872340425	1.3554050961397461	13218	13154	13248	13195	13169	13279	False	Post	Bystander
0.977173596975865	0.8233502084624262	0.7833333333333333	1.0	120	61	61	1.920093952640661	-1.596652724858529	58	62	3.4316307342593717	3.51674667749919	3.474188705879281	0.5166666666666667	0.5	1.937450202193934	13341	13248	13370	13309	13279	13399	True	Post	Bystander
0.9000436173306193	0.8233502084624262	0.7833333333333333	1.0	94	46	53	1.313897098799812	-1.5115367816187104	46	48	2.3924174262187656	2.8254338804185224	2.608925653318644	0.5106382978723404	0.46464646464646464	1.0679069421621665	13447	13370	13469	13423	13399	13493	True	Post	Bystander
0.9269409712125618	0.33109236940252856	0.7114093959731543	1.0	106	51	46	1.280802449099295	-1.0785203274189537	60	46	3.2301302446388513	2.3593227765182485	2.79472651057855	0.4339622641509434	0.5257731958762887	1.2701404114519632	13539	13469	13566	13515	13493	13599	True	Post	Bystander
0.135504507124164	0.134847832316786	0.7114093959731543	0.8990825688073394	149	107	56	-0.8798563193633099	-1.9493277955395565	40	109	0.32877567266683083	1.0694714761762465	0.6991235744215387	0.7315436241610739	0.656441717791411	0.5511011612664396	13708	13566	13729	13622	13599	13748	False	Post	Bystander
