group	time	experiment	mouse_id	time_rdsym	time_ptsym	period	time_trough	time_rise	time_decay	time_peak
1	1	1	1	0.4768523599195873	0.5078297158128496	132.40759270158918	65.1845203060624	61.949529134785166	70.458063566804	67.21718658034138
1	1	2	2	0.4992073216558661	0.5083259697989436	132.2853992059991	64.70555800617556	65.90802823114248	66.37737097485663	67.57829730921924
1	2	1	1	0.4460803825105791	0.4988641206097469	147.8384261540989	74.13265976671595	65.43198620009856	82.40643995400033	73.70855922457697
1	2	2	2	0.48842996568306085	0.5042692547287508	148.52409638554218	73.37464928205975	72.34981019970292	76.17428618583925	75.14969466908731
2	1	1	2	0.49605698220517447	0.5001223537046017	133.9609944915885	67.03826112847997	66.35596248325145	67.60503200833706	66.92198898317702
2	1	2	1	0.47701775538679925	0.5078830075918995	125.49560669456066	61.6173640167364	58.8826359832636	66.61297071129707	63.87887029288703
2	2	1	2	0.4855399162636207	0.4984451197574461	130.8412329165455	65.92810410002907	62.93682756615295	67.90440535039255	64.91109334108752
2	2	2	1	0.48140606910675593	0.5115256080056371	124.96702075956398	60.766645837672705	59.18142053738804	65.78560022217593	64.20030549191141
