amp_fraction	amp_consistency	period_consistency	monotonicity	period	time_peak	time_trough	volt_peak	volt_trough	time_decay	time_rise	volt_decay	volt_rise	volt_amp	time_rdsym	time_ptsym	band_amp	sample_peak	sample_last_zerox_decay	sample_zerox_decay	sample_zerox_rise	sample_last_trough	sample_next_trough	is_burst
0.20817120622568094			1.0	129	82	79	-0.5546003296505189	-1.3194198538442057	47	82	0.9303897596264592	0.7648195241936868	0.847604641910073	0.6356589147286822	0.5093167701863354	0.7438116828325851	215	80	241	159	133	262	False
0.980544747081712	0.24211353346072534	0.6284153005464481	1.0	183	100	53	2.357792866007028	-1.484990089276978	120	63	4.090027401200949	3.8427829552840063	3.9664051782424776	0.3442622950819672	0.6535947712418301	1.1190641570116842	325	241	394	294	262	445	False
0.22762645914396887	0.13601562351103588	0.3993055555555556	0.8153846153846154	115	42	74	-0.30894039278929525	-1.7322345351939212	65	50	0.37413130581713744	1.423294142404626	0.8987127241108817	0.43478260869565216	0.3620689655172414	0.6870443998637917	495	394	510	468	445	560	False
0.7684824902723736	0.13601562351103588	0.3993055555555556	0.9064327485380117	288	101	185	2.0675777941467404	-0.6830716986064327	117	171	2.802167049183509	2.750649492753173	2.776408270968341	0.59375	0.3531468531468531	0.49267273942627665	731	510	796	695	560	848	False
0.10116731517509728	0.1876705096574685	0.4722222222222222	0.9010416666666667	136	50	71	-0.20870513677113506	-0.7345892550367688	96	40	0.6623617712260772	0.5258841182656337	0.5941229447458555	0.29411764705882354	0.4132231404958678	0.5462027563709756	888	796	917	867	848	984	False
0.9241245136186771	0.21486686553075032	0.47802197802197804	1.0	182	106	102	2.2115943929435065	-0.8710669079972122	113	69	3.7136810591410496	3.0826613009407184	3.398171180040884	0.3791208791208791	0.5096153846153846	1.0185605249350351	1053	917	1125	1019	984	1166	True
0.41050583657587547	0.38167484105655825	0.47802197802197804	1.0	87	44	64	-0.02387042891585339	-1.502086666197543	40	47	1.0626473740154383	1.4782162372816896	1.270431805648564	0.5402298850574713	0.4074074074074074	0.6427775570079954	1213	1125	1233	1189	1166	1253	True
0.8171206225680934	0.344077210053702	0.47802197802197804	1.0	182	109	49	1.697651494352756	-1.0865178029312916	122	60	3.0818428242102325	2.7841692972840475	2.93300606074714	0.32967032967032966	0.689873417721519	0.8052333806927893	1313	1233	1391	1282	1253	1435	True
0.16536964980544747	0.16633328562961183	0.8834355828220859	0.8241703318672531	163	118	70	-0.32379944907919794	-1.3841913298574764	41	122	0.43862415839079844	1.0603918807782784	0.7495080195845384	0.7484662576687117	0.6276595744680851	0.5033837855724245	1557	1391	1579	1461	1435	1598	False
0.8404669260700389	0.16633328562961183	0.8834355828220859	1.0	144	60	52	1.8745961371379427	-0.7624236074699964	78	66	3.3670582502308615	2.6370197446079393	3.0020389974194	0.4583333333333333	0.5357142857142857	1.2253953993044475	1664	1579	1691	1631	1598	1742	False
0.08365758754863813	0.001408603449393545	0.5655737704918032	0.6875	138	39	80	-0.4140740073599293	-1.4924621130929188	72	66	0.003594525522986114	1.0783881057329894	0.5409913156279877	0.4782608695652174	0.3277310924369748	0.5584865733026385	1808	1691	1810	1771	1742	1880	False
0.8015564202334631	0.001408603449393545	0.47540983606557374	1.0	244	104	158	2.1341678441568313	-0.4176685328829154	116	128	3.214167644505963	2.5518363770397468	2.883002010772855	0.5245901639344263	0.3969465648854962	0.6901318866222106	2008	1810	2072	1968	1880	2124	False
0.12062256809338522	0.1794412058209986	0.47540983606557374	1.0	116	64	75	-0.3141966934684482	-1.079999800349132	62	54	0.48262333411647323	0.7658031068806839	0.6242132204985785	0.46551724137931033	0.460431654676259	0.6158456674483079	2178	2072	2211	2147	2124	2240	False
0.7840466926070039	0.1794412058209986	0.5065502183406113	1.0	229	104	70	1.8927703143230217	-0.7968200275849214	151	78	2.957701677260377	2.689590341907943	2.8236460095841602	0.3406113537117904	0.5977011494252874	0.6224387554583312	2318	2211	2385	2281	2240	2469	False
0.0933852140077821	0.18064865925372048	0.6506550218340611	0.9241071428571428	149	49	166	-0.41755841580925385	-1.0649313629373551	37	112	0.5091386694806519	0.6473729471281013	0.5782558083043766	0.7516778523489933	0.22790697674418606	0.41973910668025766	2581	2385	2600	2551	2469	2618	False
0.6264591439688716	0.0	0.6153846153846154	1.0	130	55	50	1.8916945462005235	-0.9266970852899058	67	63	1.2630619110339272	2.8183916314904294	2.0407267712621784	0.4846153846153846	0.5238095238095238	0.7718869321778936	2681	2600	2705	2650	2618	2748	False
0.13424124513618677	0.0	0.3076923076923077	0.5	80	32	44	0.6216152970378137	0.6286326351665963	79	1	1.3397059397273614	-0.00701733812878258	0.6663443007992894	0.0125	0.42105263157894735	0.26801149278125375	2749	2705	2781	2749	2748	2828	False
0.7879377431906615	0.5679727117528076	0.3076923076923077	0.8977272727272727	260	118	144	1.6406598958582033	-0.7180906426895477	128	132	3.2957561305544276	2.358750538547751	2.8272533345510893	0.5076923076923077	0.45038167938931295	0.716660498168904	2960	2781	3043	2925	2828	3088	False
0.7334630350194552	0.19507460216022368	0.7081339712918661	1.0	209	121	93	1.1020106391556082	-1.6550962346962241	104	105	2.319517123079472	2.757106873851832	2.538311998465652	0.5023923444976076	0.5654205607476636	0.8430750252181999	3193	3043	3257	3136	3088	3297	False
0.011673151750972763	0.0	0.7081339712918661	0.6763165150261925	148	75	98	-0.7650276039353092	-1.2175064839238638	31	117	-0.0011666149346494237	0.4524788799885546	0.2256561325269526	0.7905405405405406	0.43352601156069365	0.35351353414456527	3414	3257	3430	3355	3297	3445	False
0.8190661478599222	0.0	0.4207920792079208	1.0	202	88	60	2.1839376088496865	-0.7638609890006598	121	81	2.919648157810279	2.9477985978503463	2.9337233778303125	0.400990099009901	0.5945945945945946	0.7454850010234494	3526	3430	3578	3490	3445	3647	False
0.06614785992217899	0.1328322941217555	0.3648068669527897	1.0	85	42	89	-0.347886986130296	-0.7357105489605926	47	38	0.5892264419815832	0.3878235628302966	0.48852500240593993	0.4470588235294118	0.32061068702290074	0.34686526109222654	3685	3578	3709	3667	3647	3732	False
0.7315175097276264	0.0861186862478053	0.34763948497854075	0.9333333333333333	233	94	105	1.8686379117712062	-0.9371134281118793	128	105	2.264917408710186	2.8057513398830856	2.535334374296636	0.45064377682403434	0.4723618090452261	0.5379432180661846	3837	3709	3908	3814	3732	3965	False
0.1303501945525292	0.0861186862478053	0.32661290322580644	1.0	81	39	72	-0.20122778524107549	-0.39627949693898024	53	28	1.115427231977634	0.19505171169790475	0.6552394718377693	0.345679012345679	0.35135135135135137	0.30083091932891814	3993	3908	4019	3980	3965	4046	False
0.867704280155642	0.16941101786834653	0.32661290322580644	0.9192307692307693	248	71	111	2.0152105418802844	-1.3166550172187095	130	118	2.9737083833808655	3.331865559098994	3.1527869712399297	0.47580645161290325	0.3901098901098901	0.621823481168397	4164	4019	4201	4130	4046	4294	False
0.05252918287937743	0.1325830636690063	0.2724252491694352	0.9318181818181819	82	38	111	-0.45471887742839345	-0.9584978415005811	44	38	0.39540342795389016	0.5037789640721877	0.44959119601303893	0.4634146341463415	0.2550335570469799	0.28026445732450506	4332	4201	4350	4312	4294	4376	False
0.8346303501945526	0.1325830636690063	0.2724252491694352	0.8409772727272726	301	82	117	2.132184914045192	-0.8501223053822836	176	125	2.966206968522134	2.982307219427476	2.974257093974805	0.4152823920265781	0.4120603015075377	0.6048306612202633	4501	4350	4549	4467	4376	4677	False
0.7859922178988327	0.5708216678133181	0.6179401993355482	0.96484375	186	115	158	1.2202507381827454	-0.8340220544769422	128	58	3.5987996050134496	2.0542727926596878	2.8265361988365685	0.3118279569892473	0.42124542124542125	0.8509520375945211	4735	4549	4822	4707	4677	4863	False
0.9980544747081712	0.3956306644087938	0.31020408163265306	0.9398496240601504	245	139	105	2.0153198510677255	-2.3785488668307044	133	112	4.106872153117628	4.39386871789843	4.250370435508029	0.45714285714285713	0.569672131147541	0.9108705843797226	4975	4822	5066	4927	4863	5108	False
0.2782101167315175	0.10938938007866911	0.31020408163265306	1.0	76	40	65	-0.4667477434700019	-2.0915523020499025	26	50	0.31206142724096864	1.6248045585799007	0.9684329929104347	0.6578947368421053	0.38095238095238093	0.49750669583188506	5158	5066	5171	5131	5108	5184	False
0.8482490272373541	0.10938938007866911	0.4393063583815029	1.0	173	96	45	2.0739488119793483	-0.7788091707109706	110	63	3.2342779475164805	2.852757982690319	3.0435179651033994	0.36416184971098264	0.6808510638297872	1.0200885512646787	5247	5171	5312	5216	5184	5357	False
0.7140077821011673	0.6975593771341374	0.7792792792792793	1.0	222	104	72	1.0957717750111402	-1.1603291355371321	165	57	2.663443139118025	2.2561009105482723	2.459772024833149	0.25675675675675674	0.5909090909090909	0.8308677552972152	5414	5312	5488	5384	5357	5579	True
0.9182879377431906	0.7451949890508086	0.9271844660194175	0.9280575539568345	206	72	125	2.0064846329840016	-1.567671364106885	139	67	3.156317246770848	3.5741559970908865	3.365236621930867	0.32524271844660196	0.36548223350253806	1.1082985948121997	5646	5488	5685	5613	5579	5785	True
0.9027237354085603	0.7973321339050811	0.9182692307692307	1.0	191	110	132	1.9744836196316455	-1.149832613786846	126	65	3.4890263482819037	3.1243162334184915	3.306671290850198	0.3403141361256545	0.45454545454545453	1.1559070591762142	5850	5685	5927	5817	5785	5976	True
0.72568093385214	0.1530718187019649	0.5	1.0	208	94	91	1.2673700948764048	-1.514542728650258	120	88	2.279056460417551	2.781912823526663	2.530484641972107	0.4230769230769231	0.5081081081081081	0.8847672008093633	6064	5927	6112	6018	5976	6184	False
0.05642023346303502	0.1530718187019649	0.41767068273092367	1.0	104	51	93	-0.6628270482205687	-1.0116863655411459	60	44	0.6179606320437034	0.3488593173205772	0.4834099746821403	0.4230769230769231	0.3541666666666667	0.47269604043861374	6228	6112	6256	6205	6184	6288	False
0.791828793774319	0.088094117410989	0.41767068273092367	1.0	249	107	123	1.9581801842648365	-1.2807876802642721	108	141	2.4302698279919586	3.2389678645291085	2.8346188462605335	0.5662650602409639	0.4652173913043478	0.6479093873317563	6429	6256	6486	6379	6288	6537	False
0.033073929961089495	0.088094117410989	0.6224899598393574	0.8541666666666667	155	44	68	-0.2579971681596146	-0.47208964372712225	120	35	0.539983512833861	0.21409247556750766	0.37703799420068435	0.22580645161290322	0.39285714285714285	0.40020007718921	6572	6486	6598	6554	6537	6692	False
0.7801556420233463	0.1342105835131862	0.5025641025641026	1.0	195	103	135	1.994499332997166	-0.7979806809934756	118	77	2.8412981824202954	2.792480013990642	2.8168890982054684	0.39487179487179486	0.4327731092436975	0.74418520847444	6769	6598	6836	6733	6692	6887	False
