Mouse,Movement,Movement_type,Start_time,End_time,Duration
capwalking,1,1,21.42,34.54,13.12
capwalking,1,1,346.37,355.55,9.18
capwalking,1,1,609.983,615.36,5.377
capwalking,1,1,1471.507,1474.56,3.053
capwalking,1,1,1485.567,1487.71,2.143
capwalking,1,1,1495.241,1500.52,5.279
capwalking,1,1,1693.88,1695.49,1.61
capwalking,1,1,1706.2,1710.12,3.92
capnotwalking,0,0,0.01,21.41,21.41
capnotwalking,0,0,34.54,346.37,311.83
capnotwalking,0,0,355.54,609.98,254.44
capnotwalking,0,0,615.37,1471.51,856.14
capnotwalking,0,0,1474.57,1485.56,10.99
capnotwalking,0,0,1487.71,1495.25,7.54
capnotwalking,0,0,1500.53,1693.88,193.35
capnotwalking,0,0,1695.49,1706.23,10.74
capnotwalking,0,0,1710.12,1803.29,93.17
capsniffing,1,4,27.834,34.3,6.466
capsniffing,1,4,236.44,238.77,2.33
capsniffing,1,4,279.694,285.36,5.666
capsniffing,1,4,318.203,323.19,4.987
capsniffing,1,4,344.583,370.67,26.087
capsniffing,1,4,472.626,473.85,1.224
capsniffing,1,4,485.21,492.35,7.14
capsniffing,1,4,540.351,551.76,11.409
capsniffing,1,4,605.25,615.6,10.35
capsniffing,1,4,982.697,991.56,8.863
capsniffing,1,4,997.728,1000.45,2.722
capsniffing,1,4,1163.967,1168.58,4.613
capsniffing,1,4,1196.865,1209.02,12.155
capsniffing,1,4,1226.62,1229.23,2.61
capsniffing,1,4,1239.953,1244.386,4.433
capsniffing,1,4,1254.167,1258.05,3.883
capsniffing,1,4,1280.247,1284.43,4.183
capsniffing,1,4,1307.918,1315.89,7.972
capsniffing,1,4,1351.166,1356.746,5.58
capsniffing,1,4,1425.303,1428.45,3.147
capsniffing,1,4,1438.305,1444.931,6.626
capsniffing,1,4,1472.857,1480.136,7.279
capsniffing,1,4,1482.48,1483.784,1.304
capsniffing,1,4,1487.54,1491.532,3.992
capsniffing,1,4,1494.897,1499.64,4.743
capsniffing,1,4,1516.399,1517.952,1.553
capsniffing,1,4,1525.438,1527.515,2.077
capsniffing,1,4,1577.347,1584.46,7.113
capsniffing,1,4,1594.199,1603.91,9.711
capsniffing,1,4,1608.343,1613.67,5.327
capsniffing,1,4,1616.675,1619.25,2.575
capsniffing,1,4,1627.423,1639.92,12.497
capsniffing,1,4,1648.376,1660.7,12.324
capsniffing,1,4,1682.949,1685.082,2.133
capsniffing,1,4,1688.213,1691.152,2.939
capsniffing,1,4,1692.947,1696.72,3.773
capsniffing,1,4,1703.875,1731.29,27.415
capsniffing,1,4,1738.162,1762.88,24.718
capsniffing,1,4,1765.965,1779.96,13.995
capsniffing,1,4,1781.745,1784.74,2.995
capsniffing,1,4,1798.8,1803.146,4.346
caplicking,1,6,37.069,44.33,7.261
caplicking,1,6,83.71,90.04,6.33
caplicking,1,6,101.013,155.88,54.867
caplicking,1,6,162.301,179.14,16.839
caplicking,1,6,192.685,194.6,1.915
caplicking,1,6,270.91,279.23,8.32
caplicking,1,6,556.04,557.58,1.54
caplicking,1,6,603.09,604.46,1.37
caplicking,1,6,685.342,688.6,3.258
caplicking,1,6,697.132,752.85,55.718
caplicking,1,6,797.064,803.33,6.266
caplicking,1,6,858.282,863.71,5.428
caplicking,1,6,866.867,877.51,10.643
caplicking,1,6,946.36,947.06,0.7
caplicking,1,6,957.167,959.31,2.143
caplicking,1,6,1180.126,1182.53,2.404
caplicking,1,6,1320.901,1323.992,3.091
caplicking,1,6,1492.513,1493.72,1.207
caplicking,1,6,1569.538,1574.27,4.732
capgrooming,1,3,0.18,18.25,18.07
capgrooming,1,3,432.611,471.98,39.369
capgrooming,1,3,476.001,484.03,8.029
capgrooming,1,3,496.89,499.01,2.12
capgrooming,1,3,752.738,797.82,45.082
capgrooming,1,3,801.467,812.5,11.033
capgrooming,1,3,830.363,841.67,11.307
capgrooming,1,3,1212.387,1218.2,5.813
capgrooming,1,3,1219.572,1225.98,6.408
capgrooming,1,3,1260.227,1261.23,1.003
capgrooming,1,3,1549.685,1568.79,19.105
capgrooming,1,3,1574.959,1576.45,1.491
capallosniffing,1,5,11.396,12.964,1.568
capallosniffing,1,5,22.313,27.866,5.553
capallosniffing,1,5,339.293,341.193,1.9
capallosniffing,1,5,577.207,577.582,0.375
capallosniffing,1,5,618.115,622.841,4.726
capallosniffing,1,5,681.858,682.874,1.016
capallosniffing,1,5,815.104,819.759,4.655
capallosniffing,1,5,1021.2,1023.906,2.706
capallosniffing,1,5,1028.464,1031.484,3.02
capallosniffing,1,5,1063.891,1067.278,3.387
capallosniffing,1,5,1151.931,1153.863,1.932
capallosniffing,1,5,1230.903,1232.307,1.404
capallosniffing,1,5,1235.806,1237.194,1.388
capallosniffing,1,5,1238.566,1239.458,0.892
capallosniffing,1,5,1315.391,1320.779,5.388
capallosniffing,1,5,1329.441,1331.79,2.349
capallosniffing,1,5,1350.33,1355.381,5.051
capallosniffing,1,5,1469.44,1470.949,1.509
capallosniffing,1,5,1485.222,1485.776,0.554
capallosniffing,1,5,1545.74,1547.194,1.454
capallosniffing,1,5,1588.311,1590.766,2.455
capallosniffing,1,5,1614.251,1615.15,0.899
capallosniffing,1,5,1624.095,1624.686,0.591
capallosniffing,1,5,1698.1,1699.655,1.555
capallosniffing,1,5,1733.166,1738.04,4.874
