Mouse,Movement,Movement_type,Start_time,End_time,Duration
bynotwalking,0,0,575.351,582.524,7.173
bynotwalking,0,0,586.556,592.03,5.474
bynotwalking,0,0,595.091,602.5,7.409
bynotwalking,0,0,605.79,626.33,20.54
bynotwalking,0,0,628.92,676.24,47.32
bynotwalking,0,0,679.56,685.666,6.106
bynotwalking,0,0,691.54,699.6,8.06
bynotwalking,0,0,701.43,707.07,5.64
bynotwalking,0,0,708.9,786.98,78.08
bynotwalking,0,0,791.78,796.59,4.81
bynotwalking,0,0,802.247,806.93,4.683
bynotwalking,0,0,812.821,830.08,17.259
bynotwalking,0,0,840.58,848.71,8.13
bynotwalking,0,0,871.43,878.19,6.76
bynotwalking,0,0,885.575,894.09,8.515
bynotwalking,0,0,895.85,900,10.231
bysniffing,1,4,5.088,7,1.912
bysniffing,1,4,23.058,24.352,1.294
bysniffing,1,4,37.02,40.029,3.009
bysniffing,1,4,43.442,45.794,2.352
bysniffing,1,4,92.176,95.823,3.647
bysniffing,1,4,120.97,124.529,3.559
bysniffing,1,4,126.294,127.764,1.47
bysniffing,1,4,165.588,168.735,3.147
bysniffing,1,4,240.382,243.588,3.206
bysniffing,1,4,247,248.97,1.97
bysniffing,1,4,263.02,265.617,2.597
bysniffing,1,4,267.117,269.911,2.794
bysniffing,1,4,322.352,324.96,2.608
bysniffing,1,4,340.294,342.852,2.558
bysniffing,1,4,346.735,347.676,0.941
bysniffing,1,4,351.235,353,1.765
bysniffing,1,4,355.558,357.764,2.206
bysniffing,1,4,373.794,376.456,2.662
bysniffing,1,4,406.882,409.205,2.323
bysniffing,1,4,417.558,418.558,1
bysniffing,1,4,441.029,449.029,8
bysniffing,1,4,455.029,458.029,3
bysniffing,1,4,464.205,466.029,1.824
bysniffing,1,4,470.441,472.5,2.059
bysniffing,1,4,480.6,485.107,4.507
bysniffing,1,4,488.815,489.923,1.108
bysniffing,1,4,496.415,504,7.585
bysniffing,1,4,533.955,537.415,3.46
bysniffing,1,4,603.169,606.046,2.877
bysniffing,1,4,623.199,625.122,1.923
bysniffing,1,4,635.206,641.4,6.194
bysniffing,1,4,653.738,657.676,3.938
bysniffing,1,4,669.661,673.323,3.662
bysniffing,1,4,682.8,686.215,3.415
bysniffing,1,4,791.43,800.307,8.877
bysniffing,1,4,819.83,826.83,7
bysniffing,1,4,880.6,883.061,2.461
bygrooming,1,3,6.7,10.2,3.5
bygrooming,1,3,218.744,238.058,19.314
bygrooming,1,3,474.264,474.852,0.588
bygrooming,1,3,645.984,653.584,7.6
bylicking,1,6,304.2,306.23,2.03
bylicking,1,6,307.892,308.615,0.723
byrearing,1,2,95.6,99.323,3.723
byrearing,1,2,161.813,163.705,1.892
byrearing,1,2,196.294,200.029,3.735
byrearing,1,2,206.482,209.323,2.841
byrearing,1,2,213.029,217.176,4.147
byrearing,1,2,233.029,234.558,1.529
byrearing,1,2,238.647,240.352,1.705
byrearing,1,2,241.911,243.205,1.294
byrearing,1,2,252.029,253.6,1.571
byrearing,1,2,287.061,292.23,5.169
byrearing,1,2,309.43,313.984,4.554
byrearing,1,2,342.953,345.6,2.647
byrearing,1,2,365.892,368.03,2.138
byrearing,1,2,391.015,396.23,5.215
byrearing,1,2,403.476,408,4.524
byrearing,1,2,409.292,415.523,6.231
byrearing,1,2,423.984,432.307,8.323
byrearing,1,2,433.473,440.2,6.727
byrearing,1,2,458.5,463.5,5
byrearing,1,2,586.2,591.8,5.6
byrearing,1,2,608.1,613.2,5.1
byrearing,1,2,744.7,786.4,41.7
byrearing,1,2,808,815.7,7.7
byrearing,1,2,832.6,834.7,2.1
byrearing,1,2,846.3,848.5,2.2
byrearing,1,2,884.3,889.6,5.3
