Mouse,Movement,Movement_type,Start_time,End_time,Duration
bywalking,1,1,1008.784,1027.615,18.831
bywalking,1,1,1049.619,1063.015,13.396
bywalking,1,1,1070.215,1084.43,14.215
bywalking,1,1,1098.015,1119.307,21.292
bywalking,1,1,1141.015,1142.707,1.692
bywalking,1,1,1148.846,1152.753,3.907
bywalking,1,1,1164.43,1165.43,1
bywalking,1,1,1171.63,1174.23,2.6
bywalking,1,1,1183.815,1185.83,2.015
bynotwalking,0,0,5,6.4,1.4
bynotwalking,0,0,8.25,12.423,4.173
bynotwalking,0,0,13.386,66.239,52.853
bynotwalking,0,0,67.577,72.391,4.814
bynotwalking,0,0,73.804,80.586,6.782
bynotwalking,0,0,84.01,126.815,42.805
bynotwalking,0,0,132.413,146.13,13.717
bynotwalking,0,0,148.47,160.021,11.551
bynotwalking,0,0,161.01,208.021,47.011
bynotwalking,0,0,212.652,221.619,8.967
bynotwalking,0,0,223.402,226.041,2.639
bynotwalking,0,0,228.367,231.217,2.85
bynotwalking,0,0,233.315,239.512,6.197
bynotwalking,0,0,242.909,261.467,18.558
bynotwalking,0,0,264.506,272.785,8.279
bynotwalking,0,0,275.792,277.902,2.11
bynotwalking,0,0,282.409,286.053,3.644
bynotwalking,0,0,289.022,292.215,3.193
bynotwalking,0,0,294.806,300.261,5.455
bynotwalking,0,0,304.011,342.102,38.091
bynotwalking,0,0,342.806,347.491,4.685
bynotwalking,0,0,351.707,355.5,3.793
bynotwalking,0,0,357.49,367.02,9.53
bynotwalking,0,0,371.72,373.97,2.25
bynotwalking,0,0,375.91,387.81,11.9
bynotwalking,0,0,389.43,395.35,5.92
bynotwalking,0,0,396.89,398.6,1.71
bynotwalking,0,0,400.08,416.617,16.537
bynotwalking,0,0,425.528,430.845,5.317
bynotwalking,0,0,432.72,438.602,5.882
bynotwalking,0,0,439.404,445.007,5.603
bynotwalking,0,0,453.893,456.419,2.526
bynotwalking,0,0,458.029,467.352,9.323
bynotwalking,0,0,469.507,475,5.493
bynotwalking,0,0,479.028,480.147,1.119
bynotwalking,0,0,483.5,488.647,5.147
bynotwalking,0,0,489.808,499.911,10.103
bynotwalking,0,0,501.441,503.522,2.081
bynotwalking,0,0,504.713,516.948,12.235
bynotwalking,0,0,517.703,522.404,4.701
bynotwalking,0,0,534.391,555.382,20.991
bynotwalking,0,0,557.507,573.713,16.206
bynotwalking,0,0,584.183,590.169,5.986
bynotwalking,0,0,599.904,602.294,2.39
bynotwalking,0,0,610.61,625.102,14.492
bynotwalking,0,0,629.29,633.742,4.452
bynotwalking,0,0,638.709,642.433,3.724
bynotwalking,0,0,650.715,657.992,7.277
bynotwalking,0,0,660,663.639,3.639
bynotwalking,0,0,665.009,668.367,3.358
bynotwalking,0,0,673.852,678.154,4.302
bynotwalking,0,0,678.705,681.213,2.508
bynotwalking,0,0,684.08,686.705,2.625
bynotwalking,0,0,691.161,700.727,9.566
bynotwalking,0,0,705.594,709.683,4.089
bynotwalking,0,0,711.286,713.72,2.434
bynotwalking,0,0,720.022,729.308,9.286
bynotwalking,0,0,735.522,741.007,5.485
bynotwalking,0,0,755.007,756.705,1.698
bynotwalking,0,0,760.816,763.316,2.5
bynotwalking,0,0,772.413,780.617,8.204
bynotwalking,0,0,781.919,785,3.081
bynotwalking,0,0,793.619,802.023,8.404
bynotwalking,0,0,805.023,829.928,24.905
bynotwalking,0,0,833.214,842.761,9.547
bynotwalking,0,0,852.216,855.726,3.51
bynotwalking,0,0,863.059,868.003,4.944
bynotwalking,0,0,869.992,877.595,7.603
bynotwalking,0,0,880.101,883.595,3.494
bynotwalking,0,0,889.821,893.821,4
bynotwalking,0,0,900.595,904.202,3.607
bynotwalking,0,0,905.821,912.098,6.277
bynotwalking,0,0,931.77,938.819,7.049
bynotwalking,0,0,944,947.8,3.8
bynotwalking,0,0,950.4,956.4,6
bynotwalking,0,0,971.461,987.43,15.969
bynotwalking,0,0,990.503,991.415,0.912
bynotwalking,0,0,997.615,1008.784,11.169
bynotwalking,0,0,1027.635,1049.63,21.995
bynotwalking,0,0,1063.012,1070.215,7.203
bynotwalking,0,0,1084.429,1098.015,13.586
bynotwalking,0,0,1119.309,1141.015,21.706
bynotwalking,0,0,1142.707,1148.846,6.139
bynotwalking,0,0,1152.753,1164.4,11.647
bynotwalking,0,0,1165.415,1171.615,6.2
bynotwalking,0,0,1174.215,1183.8,9.585
bynotwalking,0,0,1185.815,1202.246,16.431
bygrooming,3,3,1202.246,1205.815,3.569
