Mouse,Movement,Movement_type,Start_time,End_time,Duration
bywalking,1,1,0.2,4,3.8
bywalking,1,1,6.8,8.227,1.427
bywalking,1,1,12.195,13.391,1.196
bywalking,1,1,65.206,67.586,2.38
bywalking,1,1,72.412,73.793,1.381
bywalking,1,1,80.597,84.021,3.424
bywalking,1,1,126.826,132.413,5.587
bywalking,1,1,146.133,148.47,2.337
bywalking,1,1,160.003,161.01,1.007
bywalking,1,1,208.01,212.641,4.631
bywalking,1,1,221.619,223.402,1.783
bywalking,1,1,226.054,228.367,2.313
bywalking,1,1,231.217,233.315,2.098
bywalking,1,1,239.511,242.909,3.398
bywalking,1,1,261.474,264.506,3.032
bywalking,1,1,272.786,275.792,3.006
bywalking,1,1,277.9,282.409,4.509
bywalking,1,1,286.056,289.022,2.966
bywalking,1,1,292.221,294.795,2.574
bywalking,1,1,300.261,304.011,3.75
bywalking,1,1,342.102,342.806,0.704
bywalking,1,1,347.484,351.694,4.21
bywalking,1,1,355.499,357.491,1.992
bywalking,1,1,367.02,371.71,4.69
bywalking,1,1,373.989,375.9,1.911
bywalking,1,1,387.803,389.42,1.617
bywalking,1,1,395.36,396.89,1.53
bywalking,1,1,398.61,400.07,1.46
bywalking,1,1,416.617,425.514,8.897
bywalking,1,1,430.845,432.727,1.882
bywalking,1,1,438.608,439.404,0.796
bywalking,1,1,445.021,453.882,8.861
bywalking,1,1,456.419,458.014,1.595
bywalking,1,1,467.352,469.514,2.162
bywalking,1,1,477.014,479.029,2.015
bywalking,1,1,480.154,483.507,3.353
bywalking,1,1,488.628,489.808,1.18
bywalking,1,1,499.911,501.448,1.537
bywalking,1,1,503.522,504.705,1.183
bywalking,1,1,516.976,517.705,0.729
bywalking,1,1,522.405,534.397,11.992
bywalking,1,1,555.73,557.441,1.711
bywalking,1,1,573.72,584.183,10.463
bywalking,1,1,590.169,599.933,9.764
bywalking,1,1,601.97,610.61,8.64
bywalking,1,1,625.102,629.272,4.17
bywalking,1,1,633.794,638.705,4.911
bywalking,1,1,642.5,650.72,8.22
bywalking,1,1,658.011,659.963,1.952
bywalking,1,1,663.634,665.009,1.375
bywalking,1,1,668.367,673.852,5.485
bywalking,1,1,678.154,678.698,0.544
bywalking,1,1,681.198,684.08,2.882
bywalking,1,1,686.713,691.161,4.448
bywalking,1,1,700.727,705.595,4.868
bywalking,1,1,709.683,711.286,1.603
bywalking,1,1,713.72,720.014,6.294
bywalking,1,1,729.303,735.522,6.219
bywalking,1,1,740.995,755,14.005
bywalking,1,1,756.705,760.808,4.103
bywalking,1,1,763.308,772.411,9.103
bywalking,1,1,780.617,781.919,1.302
bywalking,1,1,785.003,793.131,8.128
bywalking,1,1,802.013,805,2.987
bywalking,1,1,829.928,833.214,3.286
bywalking,1,1,842.75,852.202,9.452
bywalking,1,1,855.714,863.071,7.357
bywalking,1,1,868.003,869.992,1.989
bywalking,1,1,877.583,880.101,2.518
bywalking,1,1,883.595,889.821,6.226
bywalking,1,1,893.809,900.595,6.786
bywalking,1,1,904.202,905.809,1.607
bywalking,1,1,912.097,931.786,19.689
bywalking,1,1,938.819,943.999,5.18
bywalking,1,1,947.811,950.4,2.589
bywalking,1,1,956.4,971.43,15.03
bywalking,1,1,987.43,990.47,3.04
bywalking,1,1,991.415,997.63,6.215
