Mouse,Movement,Movement_type,Start_time,End_time,Duration
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
capallosniffing,,,3.9,8.2,4.3
capallosniffing,,,13.6,20.4,6.8
capallosniffing,,,38,41.3,3.3
capallosniffing,,,45.5,47.9,2.4
capallosniffing,,,83.6,93.5,9.9
capallosniffing,,,114.916,119.7,4.784
capallosniffing,,,146.2,153,6.8
capallosniffing,,,171.3,183,11.7
capallosniffing,,,203.1,205.3,2.2
capallosniffing,,,241.681,245.045,3.364
capallosniffing,,,253.616,257.136,3.52
capallosniffing,,,270.59,272.118,1.528
capallosniffing,,,310.09,312.268,2.178
capallosniffing,,,314.227,315.909,1.682
capallosniffing,,,384.136,385,0.864
capallosniffing,,,395.057,400.057,5
capallosniffing,,,422.318,425.681,3.363
capallosniffing,,,477.681,478.227,0.546
capallosniffing,,,504.454,507.545,3.091
capallosniffing,,,513.59,515.09,1.5
capallosniffing,,,528.954,530.136,1.182
capallosniffing,,,559,561.59,2.59
capallosniffing,,,572.318,576.5,4.182
capallosniffing,,,602.272,604.5,2.228
capallosniffing,,,668,669.545,1.545
capallosniffing,,,673.545,681.409,7.864
capallogrooming,,,128.8,130.2,1.4
capallogrooming,,,537.631,538.202,0.571
capallogrooming,,,540.4,541.7,1.3
capallolicking,,,538.285,538.738,0.453
capallolicking,,,540.5,540.797,0.297
capallolicking,,,541.311,541.335,0.024
capallolicking,,,541.495,541.532,0.037
capallolicking,,,556.903,556.955,0.052
