amp_fraction	amp_consistency	period_consistency	monotonicity	period	time_peak	time_trough	volt_peak	volt_trough	time_decay	time_rise	volt_decay	volt_rise	volt_amp	time_rdsym	time_ptsym	band_amp	sample_peak	sample_last_zerox_decay	sample_zerox_decay	sample_zerox_rise	sample_last_trough	sample_next_trough	is_burst
0.3232260726072607			1.0	86	43	40	0.9255199126923676	-0.021565767166371163	48	38	1.9446464859602792	0.9470856798587387	1.445866082909509	0.4418604651162791	0.5180722891566265	0.5909329303340002	155	97	180	137	117	203	False
0.5408415841584159	0.5738223810893737	0.8297872340425532	1.0	94	46	47	1.115772879051203	-1.0191265732679118	46	48	1.5483379674186901	2.1348994523191145	1.8416187098689023	0.5106382978723404	0.4946236559139785	0.7447757189383118	251	180	273	227	203	297	False
0.0823019801980198	0.5738223810893737	0.8297872340425532	1.0	78	40	42	0.4559058908277867	-0.43256508836748714	39	39	0.8211044325131995	0.8884709791952738	0.8547877058542367	0.5	0.4878048780487805	0.20305486768113537	336	273	355	315	297	375	False
0.1582095709570957	0.6800214203522604	0.9285714285714286	1.0	84	42	40	0.5301025210280395	-0.36519854168541277	44	40	1.3165777369919818	0.8953010627134522	1.105939399852717	0.47619047619047616	0.5121951219512195	0.3641643747272802	415	355	437	395	375	459	True
0.3030115511551155	0.6977636125041098	0.9545454545454546	1.0	88	44	45	0.8756473369872513	-0.7864752159639424	41	47	1.1597686369717786	1.6621225529511938	1.4109455949614862	0.5340909090909091	0.4943820224719101	0.4755066737394889	506	437	526	482	459	547	True
0.2790841584158416	0.47499873367044854	0.546583850931677	1.0	88	44	40	0.595114609970245	-0.28412129998452723	50	38	1.85102790308654	0.8792359099547722	1.3651319065206562	0.4318181818181818	0.5238095238095238	0.4369950943700229	585	526	610	566	547	635	True
0.14975247524752475	0.535311767286936	0.546583850931677	0.8389830508474576	161	83	81	-0.16917240037173747	-1.255913293116295	43	118	1.0883518391837803	1.0867408927445577	1.0875463659641689	0.7329192546583851	0.5060975609756098	0.3261868494232461	753	610	774	691	635	796	False
0.33910891089108913	0.44765374531427793	0.6012658227848101	0.8907563025210083	158	76	84	0.7755934793015865	-1.2575242395555177	39	119	0.9101327615112039	2.0331177188571044	1.471625240184154	0.7531645569620253	0.475	0.264070695265976	915	774	934	858	796	954	True
0.5028877887788779	0.5287204770836862	0.6012658227848101	1.0	95	47	43	1.586848106702024	-0.1345392822096174	48	47	1.8197442274832711	1.7213873889116413	1.7705658081974562	0.49473684210526314	0.5222222222222223	0.6180641558974965	1001	934	1024	977	954	1049	True
0.41398514851485146	0.6047116560343031	0.6012658227848101	0.8689320388349515	158	109	47	0.9744291678922057	-0.23289612078124716	55	103	1.9965305391847212	1.207325288673453	1.601927913929087	0.6518987341772152	0.6987179487179487	0.6334382905369395	1152	1024	1180	1071	1049	1207	True
0.3582920792079208	0.743114139723348	0.5833333333333334	0.8853211009174312	156	106	54	0.4615487027651309	-1.0221013712925155	47	109	1.5327301605900248	1.4836500740576464	1.5081901173238355	0.6987179487179487	0.6625	0.5722009650844796	1316	1180	1340	1234	1207	1363	True
0.5103135313531353	0.8378328252391577	0.5833333333333334	1.0	91	46	45	0.7582170980893007	-1.071181457824894	45	46	1.7465731172469816	1.8293985559141945	1.787985836580588	0.5054945054945055	0.5054945054945055	0.6607137733685826	1409	1340	1431	1385	1363	1454	True
0.2817656765676568	0.681316133637031	0.9340659340659341	1.0	85	43	44	0.6434954027188242	-0.9883560191576808	41	44	1.111806701422992	1.631851421876505	1.3718290616497484	0.5176470588235295	0.4942528735632184	0.4855238402763273	1498	1431	1518	1475	1454	1539	True
0.11448019801980198	0.5628776314040791	0.7920792079207921	1.0	80	41	41	0.6524643620653715	-0.46831129870416777	38	42	0.8479474419567293	1.1207756607695392	0.9843615513631343	0.525	0.5	0.2784064370278577	1581	1518	1600	1559	1539	1619	True
0.5808580858085809	0.5628776314040791	0.7920792079207921	1.0	101	49	43	1.310967691374065	-0.19548307989135782	54	47	2.35626662391772	1.506450771265423	1.9313586975915715	0.46534653465346537	0.532608695652174	0.8873991479301804	1666	1600	1692	1643	1619	1720	True
0.32735148514851486	0.6821086420752319	0.8910891089108911	1.0	90	46	50	0.5619308946640525	-1.0452989325436546	44	46	1.297617701892107	1.607229827207707	1.452423764549907	0.5111111111111111	0.4791666666666667	0.6924606334065342	1766	1692	1788	1742	1720	1810	True
0.6301567656765676	0.7245651395504893	0.9574468085106383	1.0	94	47	44	0.9677438616469785	-0.7356868072280545	49	45	2.350969672556727	1.703430668875033	2.0272001707158798	0.4787234042553192	0.5164835164835165	0.9433336266738349	1855	1788	1879	1832	1810	1904	True
0.7491749174917491	0.5861113901396124	0.8541666666666666	1.0	96	48	48	1.1515908314875105	-1.3832258109097482	47	49	2.085111547945429	2.5348166423972587	2.3099640951713436	0.5104166666666666	0.5	1.0389095376518045	1953	1879	1975	1927	1904	2000	True
0.258457095709571	0.5861113901396124	0.8541666666666666	1.0	82	42	44	0.28858691150453625	-0.9335207164579182	43	39	1.443884818458537	1.2221076279624545	1.3329962232104957	0.47560975609756095	0.4883720930232558	0.47221480520811165	2039	1975	2061	2019	2000	2082	True
0.7083333333333334	0.673930806922538	0.8541666666666666	1.0	96	48	45	0.9871843829593285	-1.1552979069540006	48	48	2.2730020226970673	2.142482289913329	2.207742156305198	0.5	0.5161290322580645	1.0173871103905057	2130	2061	2154	2106	2082	2178	True
